# X,Y,W rows (3x4), a.xyz, b.xyz, cursor.xy, near, target.xyz, distance_squared
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1,-1,0.125,0.125,-0.63274336283185839,0.1581858407079646,1,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1,-1,0.25,1,-1,0.125,0.125,-0.63274336283185839,0.1581858407079646,1,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1,0,0.125,0.125,-0.10176991150442478,0.025442477876106196,1,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1,-1,0.25,1,0,0.125,0.125,-0.10176991150442478,0.025442477876106196,1,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1,0.25,0.125,0.125,0.030973451327433628,-0.007743362831858407,1,0.76223727876106195
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1,-1,0.25,1,0.25,0.125,0.125,0.030973451327433628,-0.007743362831858407,1,0.76223727876106195
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1,0.75,0.125,0.125,0.29646017699115046,-0.074115044247787615,1,0.70526825221238942
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1,-1,0.25,1,0.75,0.125,0.125,0.29646017699115046,-0.074115044247787615,1,0.70526825221238942
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1,1,0.125,0.125,0.42920353982300885,-0.10730088495575221,1,0.67761338495575218
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1,-1,0.25,1,1,0.125,0.125,0.42920353982300885,-0.10730088495575221,1,0.67761338495575218
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1,2,0.125,0.125,0.96017699115044253,-0.24004424778761063,1,0.57252488938053092
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1,-1,0.25,1,2,0.125,0.125,0.96017699115044253,-0.24004424778761063,1,0.57252488938053092
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-1,-1,0.125,0.125,-0.36479591836734693,0.091198979591836732,0.57653061224489799,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-1,-1,0.25,1,-1,0.125,0.125,-0.36479591836734693,0.091198979591836732,0.57653061224489799,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-1,0,0.125,0.125,-0.036392405063291139,0.0090981012658227847,0.35759493670886078,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-1,-1,0.25,1,0,0.125,0.125,-0.036392405063291139,0.0090981012658227847,0.35759493670886078,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-1,0.25,0.125,0.125,0.010115606936416185,-0.0025289017341040463,0.32658959537572252,0.76223727876106195
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-1,-1,0.25,1,0.25,0.125,0.125,0.010115606936416185,-0.0025289017341040463,0.32658959537572252,0.76223727876106195
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-1,0.75,0.125,0.125,0.082512315270935957,-0.020628078817733989,0.27832512315270935,0.70526825221238942
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-1,-1,0.25,1,0.75,0.125,0.125,0.082512315270935957,-0.020628078817733989,0.27832512315270935,0.70526825221238942
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-1,1,0.125,0.125,0.11123853211009174,-0.027809633027522936,0.25917431192660551,0.67761338495575218
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-1,-1,0.25,1,1,0.125,0.125,0.11123853211009174,-0.027809633027522936,0.25917431192660551,0.67761338495575218
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-1,2,0.125,0.125,0.19514388489208634,-0.048785971223021585,0.20323741007194246,0.57252488938053092
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-1,-1,0.25,1,2,0.125,0.125,0.19514388489208634,-0.048785971223021585,0.20323741007194246,0.57252488938053092
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,32,-1,0.125,0.125,-0.95128154959890432,0.23782038739972608,1.5034239874779887,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,32,-1,0.25,1,-1,0.125,0.125,-0.95128154959890432,0.23782038739972608,1.5034239874779887,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,32,0,0.125,0.125,-0.56218547807332853,0.14054636951833213,5.5240833932422717,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,32,-1,0.25,1,0,0.125,0.125,-0.56218547807332853,0.14054636951833213,5.5240833932422717,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,32,0.25,0.125,0.125,0.51626898047722347,-0.12906724511930587,16.668112798264641,0.76223727876106195
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,32,-1,0.25,1,0.25,0.125,0.125,0.51626898047722347,-0.12906724511930587,16.668112798264641,0.76223727876106195
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,32,0.75,0.125,0.125,2,-0.5,32,0.8985595703125
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,32,-1,0.25,1,0.75,0.125,0.125,2,-0.5,32,0.8985595703125
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,32,1,0.125,0.125,2,-0.5,32,1.1524658203125
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,32,-1,0.25,1,1,0.125,0.125,2,-0.5,32,1.1524658203125
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,32,2,0.125,0.125,2,-0.5,32,3.4180908203125
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,32,-1,0.25,1,2,0.125,0.125,2,-0.5,32,3.4180908203125
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-32,-1,0.125,0.125,-1,0.25,1,1.390625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-32,-1,0.25,1,-1,0.125,0.125,-1,0.25,1,1.390625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-32,0,0.125,0.125,-1,0.25,1,3.640625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-32,-1,0.25,1,0,0.125,0.125,-1,0.25,1,3.640625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-32,0.25,0.125,0.125,-1,0.25,1,4.515625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-32,-1,0.25,1,0.25,0.125,0.125,-1,0.25,1,4.515625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-32,0.75,0.125,0.125,-1,0.25,1,6.640625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-32,-1,0.25,1,0.75,0.125,0.125,-1,0.25,1,6.640625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-32,1,0.125,0.125,-1,0.25,1,7.890625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-32,-1,0.25,1,1,0.125,0.125,-1,0.25,1,7.890625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,-32,2,0.125,0.125,-1,0.25,1,14.140625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,-32,-1,0.25,1,2,0.125,0.125,-1,0.25,1,14.140625
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1000000,-1,0.125,0.125,-0.99999825874777326,0.24999956468694332,1.5804168285104667,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1000000,-1,0.25,1,-1,0.125,0.125,-0.99999825874777326,0.24999956468694332,1.5804168285104667,0.91433904867256632
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,-1,0.25,1,2,-0.5,1000000,0,0.125,0.125,-0.99997352249316374,0.24999338062329093,9.8258267862371742,0.79155143805309736
2,0.5,0.25,0,0,-0.5,-0.75,0,0,0,1,0,2,-0.5,1000000,-1,0.25,1,0,0.125,0.125,-0.99997352249316374,0.24999338062329093,9.8258267862371742,0.79155143805309736
