# X,Y,W rows (3x4), a.xyz, b.xyz, cursor.xy, radius, target.xyz, squared_distance
2,0,0,0,0,-0.5,0,0,0,0,1,0,-1,0.25,1,2,-0.5,0.125,-1,0.125,0.5,-0.39814875599028426,0.099537188997571066,0.82446005383049958,0.035527033320000082
2,0,0,0,0,-0.5,0,0,0,0,1,0,2,-0.5,0.125,-1,0.25,1,-1,0.125,0.5,-0.39814875599028426,0.099537188997571066,0.82446005383049958,0.035527033320000082
2,0,0,0,0,-0.5,0,0,0,0,1,0,-1,0.25,1,2,-0.5,0.125,-1,0.125,2,-0.4089789732903959,0.10224474332259897,0.82761886720969879,0.035019455252918288
2,0,0,0,0,-0.5,0,0,0,0,1,0,2,-0.5,0.125,-1,0.25,1,-1,0.125,2,-0.4089789732903959,0.10224474332259897,0.82761886720969879,0.035019455252918288
2,0,0,0,0,-0.5,0,0,0,0,1,0,-1,0.25,1,2,-0.5,0.125,-1,0.125,12,-0.4089789732903959,0.10224474332259897,0.82761886720969879,0.035019455252918288
2,0,0,0,0,-0.5,0,0,0,0,1,0,2,-0.5,0.125,-1,0.25,1,-1,0.125,12,-0.4089789732903959,0.10224474332259897,0.82761886720969879,0.035019455252918288
2,0,0,0,0,-0.5,0,0,0,0,1,0,-1,0.25,1,2,-0.5,0.125,0,0.125,0.125,0.0049016741505747523,-0.0012254185376436881,0.70690367837274903,0.015601385319395106
2,0,0,0,0,-0.5,0,0,0,0,1,0,2,-0.5,0.125,-1,0.25,1,0,0.125,0.125,0.0049016741505747523,-0.0012254185376436881,0.70690367837274903,0.015601385319395106
2,0,0,0,0,-0.5,0,0,0,0,1,0,-1,0.25,1,2,-0.5,0.125,0,0.125,0.5,0.0049016741505747523,-0.0012254185376436881,0.70690367837274903,0.015601385319395106
2,0,0,0,0,-0.5,0,0,0,0,1,0,2,-0.5,0.125,-1,0.25,1,0,0.125,0.5,0.0049016741505747523,-0.0012254185376436881,0.70690367837274903,0.015601385319395106
